HS부호,한글품목명,영문품목명
2936299000,기타,Other
2936901000,프로비타민(혼합하지 아니한 것으로 한정한다),"Provitamins, unmixed"
2936909000,기타,Other
2937111000,소호 제2933.9호나 제2934.9호의 것,Of subheading 2933.9 or 2934.9
2937119000,기타,Other
2937120000,인슐린과 그 염,Insulin and its salts
2937191000,"소호 제2933.9호, 제2934.9호의 것",Of subheading 2933.9 or 2934.9
2937199000,기타,Other
2937211000,코르티손,Cortisone
2937212000,히드로코르티손,Hydrocortisone
2937213000,프레드니손,Prednisone
2937214000,프레드니소론,Prednisolone
2937220000,코르티코스테로이드 호르몬의 할로겐화 유도체,Halogenated derivatives of corticosteroidal hormones
2937230000,에스트로겐과 프로게스토겐,Oestrogens and progestogens
2937292000,소호 제2914.50호의 것,Of subheading 2914.50.
2937299000,기타,Other
2937501000,"소호 제2918.19호, 제2918.9호의 것",Of subheading 2918.19 or 2918.9
2937502000,소호 제2934.9호의 것,Of subheading 2934.9
2937509000,기타,Other
2937901000,"소호 제2933.9호, 제2934.9호의 것",Of subheading 2933.9 or 2934.9
2937902,"카테콜아민 호르몬, 이들의 유도체와 이와 유사한 구조를 가지는 것","Catecholamine hormones, their derivatives and structural analogues"
2937902100,에피네프린,Epinephrine
29379029,기타,Other
2937902910,소호 제2922.50호의 것,Of subheading 2922.50
2937902990,기타,Other
2937903000,아미노산 유도체,Amino-acid derivatives
2937909000,기타,Other
2938101000,루토시드(루틴),Rutoside (rutin)
2938102000,루토시드의 유도체,Derivatives of rutoside
2938901000,디기탈리스 글리코시드,Digitalis glycosides
2938902000,글리시리진과 글리시리제이트,Glycyrrhizin and glycyrrhizates
2938903000,사포닌,Saponins
2938904000,스테비오사이드,Stevioside
2938909000,기타,Other
2939111000,모르핀,Morphine
2939112000,에틸모르핀,Ethylmorphine
2939113000,코데인,Codeine
2939114000,양귀비 줄기 농축물(전중량의 100분의 50 이상의 알칼로이드를 함유하는 것으로 한정한다),Concentrates of poppy straw containing not less than 50 % by weight of alkaloids
2939119000,기타,Other
2939190000,기타,Other
2939200000,"기나의 알칼로이드와 이들의 유도체, 이들의 염",Alkaloids of cinchona and their derivatives; salts thereof
2939300000,카페인과 그 염,Caffeine and its salts
2939411000,에페드린,Ephedrines
2939419000,에페드린의 염,Salts of ephedrines
2939421000,슈도에페드린(INN),Pseudoephedrine (INN)
2939429000,슈도에페드린의 염,Salts of pseudoephedrine
2939430000,카틴(INN)과 그 염,Cathine (INN) and its salts
2939440000,놀에페드린과 그 염,Norephedrine and its salts
2939450000,레보메탐페타민ㆍ메탐페타민(INN)ㆍ메탐페타민 레이스메이트 및 이들의 염,"Levometamfetamine, metamfetamine (INN), metamfetamine racemate and their salts"
2939490000,기타,Other
2939510000,페네틸린(INN)과 그 염,Fenetylline (INN) and its salts
2939590000,기타,Other
2939611000,엘고메트린(INN),Ergometrine (INN)
2939619000,엘고메트린(INN)의 염,Salts of ergometrine (INN)
2939621000,엘고타민(INN),Ergotamin (INN)
2939629000,엘고타민(INN)의 염,Salts of ergotamin (INN)
2939631000,리세르그산,Lysergic acid
2939639000,리세르그산의 염,Salts of lysergic acid
2939690000,기타,Other
2939720000,"코카인ㆍ엑고닌, 이들의 염ㆍ에스테르ㆍ그 밖의 유도체","Cocaine, ecgonine; salts, esters and other derivatives thereof"
2939791000,니코틴과 그 염,Nicotine and its salts
2939799000,기타,Other
29398010,"비리디카틴, 루구로바신 에이, 스포리데스민 에이, 사이토칼라신 비, 테올로시딘 비4, 페니트렘 디, 로퀘포르틴, 사만다린, 에파비티딘, 카스토라민, 무스코피리딘, 코시넬린, 피라진, 다나이돈, 글로메린, 에필라크네네, 서브코시넬라 24-푼크타타, 바라신, 만자민, 콘볼루타민 디, 유디스토민, 프로시아닌","Viridicatin, Rugulovasine A, sporidesmin A, cytochalasin b, teolocidin B4, penitrem D, roquefortine, samandarine, epabitidine, Castoramine, muscopyridine, Coccinelline, pyrazine, danaidone, glomerine, epilachnene, subcoccinella 24-punctata, Varacin, manzamine, convolutamine D,  Eudistomin, and Procyanine"
2939801010,농약원제(農藥原劑)(「농약관리법」에 따라 등록된 것으로 한정한다),Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)
2939801090,기타,Other
2939802000,"히스트리오니코톡신, 테트로도톡신",Histrinocotoxin and tetrodotoxin
2939809000,기타,Other
29400010,당류,Sugars
2940001010,갈락토오스,Galactose
2940001020,소르보오스,Sorbose
2940001030,키실로오스,Xylose
2940001090,기타,Other
29400020,당에테르ㆍ당아세탈ㆍ당에스테르와 이들의 염,"Sugars ethers, sugar acetals and sugar esters and their salts"
2940002010,히드록시프로필 슈크로오스,Hydroxypropyl sucrose
2940002090,기타,Other
2941101000,페니실린 지(G) 칼륨,Penicilline G potassium
29411090,기타,Other
2941109010,페니실린 지(G) 나트륨,Penicilline G sodium
2941109020,페니실린 브이(V),Penicilline V
2941109090,기타,Other
2941201000,농약원제(農藥原劑)(「농약관리법」에 따라 등록된 것으로 한정한다),Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)
2941209000,기타,Other
2941301000,클로로 테트라사이클린,Chlorotetracycline
2941302000,염산 옥시 테트라사이클린,Oxy-tetracycline hydrochloride
2941303000,염산 클로로 테트라사이클린,Chlorotetracycline hydrochloride
2941309000,기타,Other
2941400000,"클로람페니콜과 그 유도체, 이들의 염",Chloramphenicol and its derivatives; salts thereof
2941501000,에리즈로마이신 티오시아네이트,Erythromycin thiocyanate
2941509000,기타,Other
2941901000,농약원제(農藥原劑)(?농약관리법?에 따라 등록된 것으로 한정한다),Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)
2941909000,기타,Other
2942000000,그 밖의 유기화합물,Other organic compounds.
3001202000,간장 추출물,Liver extracts
3001209000,기타,Other
30019010,피부와 뼈(이식용으로 한정한다),Skin and bone grafts
3001901010,인체의 것,Of human body
3001901090,기타,Other
30019020,"선과 그 밖의 기관(건조한 것으로 한정하며, 분상으로 된 것인지에 상관없다)","Glands and other organs, dried, whether or not powdered"
3001902010,웅담,Bear's gall
3001902090,기타,Other
30019090,기타,Other
3001909010,헤파린과 그 염,Heparin and its salts
3001909020,인체의 것,Of human body
3001909090,기타,Other
3002122000,면역혈청,Antisera
3002123000,그 밖의 혈액 분획물,Other blood fractions
3002130000,"면역물품(혼합하지 않은 것에 한정하며, 일정한 투여량으로 한 것, 소매용 모양이나 포장을 한 것은 제외한다)","Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale"
3002140000,"면역물품(혼합된 것에 한정하며, 일정한 투여량으로 한 것, 소매용 모양이나 포장을 한 것은 제외한다)","Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale"
3002150000,"면역물품(일정한 투여량으로 한 것, 소매용 모양이나 포장을 한 것에 한정한다)","Immunological products, put up in measured doses or in forms or packings for retail sale"
3002410000,백신(인체의약용으로 한정한다),Vaccines for human medicine
3002421000,구제역 백신,Vaccines against foot and mouth disease
3002429000,기타,Other
3002491000,"독소, 톡소이드(toxoid), 크립토독소(cryptotoxin), 항독소(anti-toxin)","Toxins, toxoids, cryptotoxins and anti-toxins"
3002492000,미생물 배양체,Microbial culture
3002493000,바이러스와 항바이러스,Virus and anti-virus
3002494000,기타[박테리오파지(bacteriophage)를 포함한다],"Other, including bacteriophage"
3002510000,세포치료법용 제품,Cell therapy products
3002590000,기타,Other
3002901000,사람의 피,Human blood
3002902000,동물의 피(치료용ㆍ예방용ㆍ진단용으로 조제한 것으로 한정한다),"Animal blood (prepared for therapeutic, prophylactic or diagnostic uses)"
3002909000,기타,Other
3003101000,페니실린이나 이들의 유도체(페니실린산 구조를 가진 것)을 함유하는 것,"Containing penicillines or derivatives thereof, with a penicillanic acid structure"
3003102000,스트렙토마이신이나 이들의 유도체를 함유한 것,Containing streptomycins or their derivatives
3003200000,기타(항생물질을 함유한 것으로 한정한다),"Other, containing antibiotics"
3003310000,인슐린을 함유한 것,Containing insulin
3003395000,부신피질 호르몬제제,Preparations containing adrenal cortical hormones
3003399000,기타,Other
3003410000,에페드린 또는 그 염을 함유한 것,Containing ephedrine or its salts
3003420000,슈도에페드린(INN) 또는 그 염을 함유한 것,Containing pseudoephedrine (INN) or its salts
3003430000,놀에페드린 또는 그 염을 함유한 것,Containing norephedrine or its salts
3003490000,기타,Other
3003600000,기타(이 류의 소호주 제2호에 열거한 항말라리아 활성성분을 함유한 것에 한정한다),"Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter"
3003902000,아스피린제제,Preparations containing aspirin
3003903000,비타민제제,Preparations containing vitamins
3003909000,기타,Other
3004101000,페니실린이나 이들의 유도체(페니실린산 구조를 가진 것)을 함유하는 것,"Containing penicillins or derivatives thereof, with a penicillanic acid structure"
3004102000,스트렙토마이신이나 이들의 유도체를 함유한 것,Containing streptomycins or their derivatives
3004201000,항결핵제ㆍ구충제ㆍ항암제,"Anti-tuberculosis preparations, anthelmintic preparations and anti-cancer preparations"
3004209,기타,Other
3004209100,클로람페니콜제제,Preparations containing chloramphenicol
3004209300,옥시테트라 사이클린제제,Preparations containing oxy-tetracycline
3004209900,기타,Other
3004310000,인슐린을 함유한 것,Containing insulin
3004320000,코르티코스테로이드(corticosteroid) 호르몬을 함유한 것과 이들의 유도체나 그와 유사한 구조를 가지는 것,"Containing corticosteroid hormones, their derivatives or structural analogues"
30043910,뇌하수체 호르몬제제,Preparations containing pituitary hormones
3004391010,뇌하수체 전엽 호르몬제제,Preparations containing pituitary (anterior) hormones
3004391020,뇌하수체 후엽 호르몬제제,Preparations containing pituitary (posterior) hormones
3004393000,갑상샘과 부갑상샘 호르몬제제,Preparations containing thyroid and parathyroid hormones
3004395000,부신수질 호르몬제제,Preparations containing adrenal medulla hormones
3004396000,남성 호르몬제제,Preparations containing male sex hormones
3004397000,난포와 황체 호르몬제제,"Preparations containing estrogens and gestagens, progestins"
3004399000,기타,Other
3004410000,에페드린 또는 그 염을 함유한 것,Containing ephedrine or its salts
3004420000,슈도에페드린(INN) 또는 그 염을 함유한 것,Containing pseudoephedrine (INN) or its salts
3004430000,놀에페드린 또는 그 염을 함유한 것,Containing norephedrine or its salts
3004491000,항암제,Anti-cancer preparations
30044920,"코카인제제, 맥각알칼로이드제제와 니코틴제제","Prparations containing cocaine,alkaloids of rye ergot and nicotine"
3004492010,코카인제제,Preparations containing cocaine
3004492020,맥각알칼로이드제제,Preparations containing alkaloids of rye ergot
3004492030,니코틴제제,Preparations containing nicotine
3004493000,아트로핀과 호마트로핀제제,Preparations containing atropine and homatropine
3004499000,기타,Other
3004501000,비타민 A제제,Preparations containing vitamin A
30045020,비타민 B제제,Preparations containing vitamin B
3004502010,비타민 B1제제,Preparations containing vitamin B1
3004502090,기타,Other
3004503000,비타민 C제제,Preparations containing vitamin C
3004504000,비타민 D제제,Preparations containing vitamin D
3004509000,기타,Other
3004600000,기타(이 류의 소호주 제2호에 열거한 항말라리아 활성성분을 함유한 것에 한정한다),"Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter"
3004901000,항결핵제ㆍ구충제ㆍ항암제,"Anti-tuberculosis preparations, anthelmintic preparations and anti-cancer preparations"
3004909,기타,Other
3004909100,아스피린제제,Preparations containing aspirin
3004909200,항히스타민제제,Preparations containing antihistamines
3004909900,기타,Other
3005101000,반창고,Adhesive plasters
3005109000,기타,Other
3005901000,탈지면,Waddings
3005902000,거즈,Gauze
3005903000,붕대,Bandages
3005904000,조제 드레싱과 습포제,Prepared dressings and poultices
3005909000,기타,Other
30061010,살균한 외과용 캣거트(catgut)와 이와 유사한 살균한 봉합재(살균한 외과용이나 치과용 흡수성 실을 포함한다),"Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns)"
3006101010,살균한 외과용 캣거트(catgut),Sterile surgical catgut
3006101020,살균한 봉합재(살균한 외과용이나 치과용 흡수성 실을 포함한다),Sterile suture materials (including sterile absorbable surgical or dental yarns)
3006102000,살균한 외과용 수술상처의 봉합용 접착제,Sterile tissue adhesives for surgical wound closure
3006103000,살균한 라미나리아와 살균한 라미나리아의 텐트,Sterile laminaria and sterile laminaria tents
3006104000,살균한 외과용이나 치과용 흡수성 지혈제,Sterile absorbable surgical or dental haemostatics
30061050,살균한 외과용이나 치과용 유착방지제(흡수성이 있는지에 상관없다),"Sterile surgical or dental adhesion barriers, whether or not absorbable"
3006105010,플라스틱으로 만든 것,Of plastics
3006105020,메리야스 편물이나 뜨개질 편물로 만든 것,Of knitted or crocheted fabrics
3006105090,기타,Other
3006301000,엑스선 검사용 조영제,Opacifying preparations for X-ray examination
3006302000,진단용 시약(환자 투여용),Diagnostic reagents (designed to be administered to the patient)
3006401000,치과용 시멘트,Dental cements
3006402000,치과용 충전제,Dental fillings
3006403000,뼈 형성용 시멘트,Bone reconstruction cements
3006500000,구급상자와 구급대,First-aid boxes and kits
3006600000,제2937호의 호르몬과 그 밖의 제품이나 살정자제(殺精子劑)를 기본 재료로 하는 피임성의 화학조제품,"Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides"
3006700000,외과수술이나 신체검사를 할 때 신체 각 부분의 윤활제로 사용되거나 신체와 의료기기 사이의 접착약품으로서 사람이나 수의약에 사용되는 겔(gel) 조제품,Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments
3006910000,장루(腸瘻)용으로 인정되는 기구,Appliances identifiable for ostomy use
30069210,제3001호의 것,Of heading 30.01
3006921010,피부와 뼈(이식용으로 한정한다),Skin and bone grafts
3006921090,기타,Other
30069220,제3002호의 것,Of heading 30.02
3006922010,"혈액 분획물의 조제품, 의약품으로서 일정한 투여량으로 한 것 또는 소매용 모양이나 포장을 한 것","Preparations of blood fractions, and medications put up in measured doses or in forms or packings for retail sale"
3006922020,헤모글로빈과 글로불린(globulin),Haemoglobin and globulins
300692203,색시톡신(saxitoxin)과 리신(ricin),Saxitoxin and ricin
3006922031,색시톡신(saxitoxin),Saxitoxin
3006922032,리신(ricin),Ricin
3006922090,기타,Other
3006923000,제3003호와 제3004호의 것,Of heading 30.03 or 30.04
3006924000,제3005호와 제3006호의 것,Of heading 30.05 or 30.06
3006925000,"소호 제3824.84호부터 제3824.88호까지, 제3824.91호, 제3824.99호의 것","Of subheading 3824.84 to 3824.88, 3824.91 or 3824.99"
3006930000,공인된 임상시험에 사용하는 플라세보(placebo)와 맹검(또는 이중 맹검) 임상시험 키트(일정한 투여량으로 한 것으로 한정한다),"Placebos and blinded (or double-blinded) clinical trial kits for a recognised clinical trial, put up in measured doses"
3101001000,동물성 비료,Animal fertilisers
3101002000,식물성 비료,Vegetable fertilisers
3101003000,동물성ㆍ식물성 물품을 혼합하거나 화학적으로 처리한 비료,Fertilisers produced by the mixing or chemical treatment of animal or vegetable products
3102101000,비료나 비료제조용,Agricultural fertilizers or for manufacturing agricultural fertilizers
3102109000,기타,Other
3102210000,황산암모늄,Ammonium sulphate
3102291000,황산암모늄과 질산암모늄의 겹염,Double salts of ammonium sulphate and ammonium nitrate
3102292000,황산암모늄과 질산암모늄의 혼합물,Mixtures of ammonium sulphate and ammonium nitrate
3102300000,질산암모늄(수용액의 것인지에 상관없다),"Ammonium nitrate, whether or not in aqueous solution"
3102400000,질산암모늄의 혼합물(탄산칼슘이나 그 밖의 비료성분이 아닌 무기물을 첨가한 것으로 한정한다),Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances
3102501000,천연의 것,Natural
3102509000,기타,Other
3102600000,질산칼슘ㆍ질산암모늄의 겹염과 혼합물,Double salts and mixtures of calcium nitrate and ammonium nitrate
3102800000,요소ㆍ질산암모늄의 혼합물(수용액이나 암모니아용액을 혼합한 것으로 한정한다),Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution
3102901000,질산칼슘과 질산마그네슘의 겹염,Double salts of calcium nitrate and magnesium nitrate
3102909000,기타,Other
3103110000,오산화인(P2O5)의 함유량이 전 중량의 100분의 35 이상인 것,Containing by weight 35 % or more of diphosphorus pentaoxide (P2O5)
3103190000,기타,Other
3103900000,기타,Other
3104200000,염화칼륨,Potassium chloride
3104301000,산화칼륨으로 계산한 칼륨분의 함유량이 전 중량의 100분의 52 이하인 것,Not more than 52 % by weight of K2O
3104309000,기타,Other
31049010,황산마그네슘칼륨,Magnesium potassium sulphate
3104901010,산화칼륨으로 계산한 칼륨분의 함유량이 전 중량의 100분의 30 이하인 것,Not more than 30 % by weight of K2O
3104901090,기타,Other
3104909000,기타,Other
3105100000,이 류에 열거한 물품을 태블릿(tablet) 모양이나 이와 유사한 모양으로 한 것이거나 용기를 포함한 한 개의 총중량이 10킬로그램 이하로 포장한 것,Goods of this Chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg
3105200000,질소ㆍ인ㆍ칼륨을 함유한 광물성 비료나 화학비료,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus and potassium"
3105300000,오르토인산수소 이암모늄(인산이암모늄),Diammonium hydrogenorthophosphate (diammonium phosphate)
3105400000,"오르토인산이수소암모늄(인산일암모늄), 이것과 오르토인산수소이암모늄(인산이암모늄)의 혼합물",Ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)
3105510000,질산염과 인산염을 함유한 비료,Containing nitrates and phosphates
3105590000,기타,Other
3105600000,인과 칼륨을 함유한 광물성 비료나 화학비료,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium
3105901000,질소와 칼륨을 함유한 비료,Fertilisers containing nitrogen and potassium
3105909000,기타,Other
3201100000,퀘브라쵸 추출물(quebracho extract),Quebracho extract
3201200000,왓틀 추출물(wattle extract),Wattle extract
3201900000,기타,Other
3202101000,방향족 신탄스,Aromatic syntans
3202103000,수지성 유연제,Resinic tanning products
3202109000,기타,Other
3202901000,무기유연제,Inorganic tanning products
3202909000,기타,Other
3203001000,식물성 착색제,Colouring matter of vegetable origin
32030020,동물성 착색제,Colouring matter of animal origin
3203002010,코치닐(cochineal),Cochineal
3203002030,세피아(sepia),Sepia
3203002090,기타,Other
3203003000,식물성이나 동물성 착색제를 기본 재료로 한 조제품,Preparations based on colouring matter of vegetable or animal origin
3204111000,분산성 염료 중간체[프레스케익(press cake)으로 한정한다],Intermediate products for disperse dyes (press cake)
3204119000,기타,Other
3204121000,산성염료와 및 이들을 기본 재료로 한 조제품,Acid dyes and preparations based thereon
3204122000,매염염료와 이들을 기본 재료로 한 조제품,Mordant dyes and preparations based thereon
3204130000,염기성 염료와 이들을 기본 재료로 한 조제품,Basic dyes and preparations based thereon
3204140000,직접 염료와 이들을 기본 재료로 한 조제품,Direct dyes and preparations based thereon
3204150000,건염(建染) 염료(그 상태에서 안료로 사용할 수 있는 것을 포함한다)와 이들을 기본 재료로 한 조제품,Vat dyes (including those usable in that state as pigments) and preparations based thereon
3204160000,반응성 염료와 이들을 기본 재료로 한 조제품,Reactive dyes and preparations based thereon
3204170000,안료 색소와 이들을 기본 재료로 한 조제품,Pigments and preparations based thereon
3204180000,카로티노이드 착색제와 이들을 기본재료로 한 조제품,Carotenoid colouring matters and preparations based thereon
3204191000,유기용제 용해염료와 이들을 기본 재료로 한 조제품,Organic solvent dyes and preparations based thereon
3204193000,황화염료ㆍ황화 건염염료와 이들을 기본 재료로 한 조제품,Sulphide dyes and sulphide vat dyes and preparations based thereon
3204199000,기타,Other
3204200000,형광증백제로 사용되는 종류의 합성유기생산품,Synthetic organic products of a kind used as fluorescent brightening agents
32049010,합성 유기루미노퍼(luminophore),Synthetic organic products of the kind used as luminophores
3204901010,유기발광다이오드(오엘이디) 제조용,For manufacturing organic light-emitting diodes(OLED)
3204901090,기타,Other
3204909000,기타,Other
3205001000,플라스틱 안료색소,Pigment plastic colour bases
3205009000,기타,Other
3206110000,건조 상태로 계산하여 이산화티타늄의 중량이 100분의 80 이상 함유된 것,Containing 80 % or more by weight of titanium dioxide calculated on the dry matter
3206190000,기타,Other
3206200000,크로뮴화합물을 기본 재료로 한 안료와 그 조제품,Pigments and preparations based on chromium compounds
3206411000,군청,Ultramarine
3206419000,기타,Other
3206421000,리토폰(lithopone),Lithopones
3206429000,기타,Other
3206491000,아연회,Zinc grey
3206495000,코발트 화합물을 기본 재료로 한 안료,Pigments based on cobalt compounds
3206496000,카드뮴화합물을 기본 재료로 한 안료와 그 조제품,Pigments and preparations based on cadmium compounds
3206499000,기타,Other
3206500000,루미노퍼(luminophore)로 사용되는 무기물,Inorganic products of a kind used as luminophores
3207100000,조제 안료ㆍ조제 유백제(乳白劑)ㆍ조제 그림물감과 이와 유사한 조제품,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations"
3207201000,법랑과 유약,Vitrifiable enamels and glazes
3207202000,슬립,Engobes (slips)
3207209000,기타,Other
3207301000,금으로 만든 것,Of gold
3207302000,백금으로 만든 것,Of platinum
3207303000,팔라듐으로 만든 것,Of palladium
3207304000,은으로 만든 것,Of silver
3207309000,기타,Other
3207400000,유리 프리트(frit)와 그 밖의 유리[가루ㆍ알갱이ㆍ플레이크(flake) 모양인 것으로 한정한다],"Glass frit and other glass, in the form of powder, granules or flakes"
32081010,페인트(에나멜을 포함한다),Paints (including enamels)
3208101010,에나멜,Enamels
3208101090,기타,Other
3208102000,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers)
3208103000,이 류의 주 제4호의 용액,Solutions as defined in Note 4 to this Chapter
32082010,아크릴 중합체를 기본 재료로 한 것,Based on acrylic polymers
320820101,페인트(에나멜을 포함한다),Paints (including enamels)
3208201011,에나멜,Enamels
3208201019,기타,Other
3208201020,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers)
3208201030,이 류의 주 제4호의 용액,Solutions as defined in Note 4 to this Chapter
32082020,비닐 중합체를 기본 재료로 한 것,Based on vinyl polymers
320820201,페인트(에나멜을 포함한다),Paints (including enamels)
3208202011,에나멜,Enamels
3208202019,기타,Other
3208202020,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers)
3208202030,이 류의 주 제4호의 용액,Solutions as defined in Note 4 to this Chapter
32089010,셀룰로오스유도체를 기본 재료로 한 것,Based on cellulose derivatives
320890101,페인트(에나멜을 포함한다),Paints (including enamels)
3208901011,에나멜,Enamels
3208901019,기타,Other
3208901020,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers)
3208901030,이 류의 주 제4호의 용액,Solutions as defined in Note 4 to this Chapter
32089090,기타,Other
320890901,페인트(에나멜을 포함한다),Paints (including enamels)
3208909011,에나멜,Enamels
3208909019,기타,Other
3208909020,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers)
3208909030,이 류의 주 제4호의 용액,Solutions as defined in Note 4 to this Chapter
32091010,아크릴 중합체를 기본 재료로 한 것,Based on acrylic polymers
320910101,페인트(에나멜을 포함한다),Paints (including enamels)
3209101011,에나멜,Enamels
3209101019,기타,Other
3209101020,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers)
32091020,비닐 중합체를 기본 재료로 한 것,Based on vinyl polymers
3209102010,페인트(에나멜을 포함한다),Paints (including enamels)
3209102020,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers)
32099010,기타 합성중합체를 기본 재료로 한 것,Based on other synthetic polymers
320990101,페인트(에나멜을 포함한다),Paints (including enamels)
3209901011,에나멜,Enamels
3209901019,기타,Other
3209901020,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers)
32099090,기타,Other
320990901,페인트(에나멜을 포함한다),Paints(including enamels)
3209909011,에나멜,Enamels
3209909019,기타,Other
3209909020,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers)
32100010,페인트(에나멜을 포함한다),Paints (including enamels)
321000101,드라잉 오일,Drying oils
3210001011,에나멜,Enamels
3210001019,기타,Other
321000109,기타,Other
3210001091,에나멜,Enamels
3210001099,기타,Other
32100020,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers)
3210002010,오일 바니시(varnish),Oil varnishes
3210002020,락ㆍ천연 검이나 천연 수지를 기본 재료로 한 바니시(varnish)와 래커(lacquer),"Varnishes and lacquers based on lac, natural gum or resins"
3210002030,역청질ㆍ피치이나 이와 유사한 물품을 기본 재료로 한 바니시(varnish),"Varnishes based on bitumen, pitch or similar products"
3210002040,용제를 함유하지 않은 액상 바니시(varnish),Liquid varnishes containing no solvent
32100030,디스템퍼(distemper)와 피혁의 완성가공용으로 사용하는 조제 수성안료,Distempers and prepared water pigments of a kind used for finishing leather
3210003010,디스템퍼(distemper),Distempers
3210003090,기타,Other
3211000000,조제 드라이어,Prepared driers.
3212100000,스탬프용 박(箔),Stamping foils
3212901000,소매용의 모양이나 포장으로 한 염료와 그 밖의 착색제,Dyes and other colouring matter put up in forms or packings for retail sale
3212909000,기타,Other
3213101000,유성 물감,Oil colours
3213102000,수성 물감,Water colours
3213109000,기타,Other
3213901000,유성 물감,Oil colours
3213902000,수성 물감,Water colours
3213909000,기타,Other
32141010,매스틱,Mastics
3214101060,고무를 기본 재료로 한 것,Based on rubber
3214101080,수지매스틱과 수지시멘트,Resin mastics and cements
3214101090,기타,Other
3214102000,도장용 충전제,Painters' fillings
3214109000,기타,Other
3214900000,기타,Other
3215110000,흑색,Black
3215190000,기타,Other
3215901000,필기용 잉크,Writing ink
3215902000,제도용 잉크,Drawing ink
3215903000,복사용 잉크,Copying ink
32159040,볼펜용 잉크,Inks for ball point pens
3215904010,유성,Of oil
3215904020,수성,Of water
3215904030,유성ㆍ수성 겸용,Of oil and water
3215905000,금속성 잉크,Metalic ink
32159060,마크용 잉크,Mark ink
3215906010,유성,Of oil
3215906020,수성,Of water
3215906030,유성ㆍ수성 겸용,Of oil and water
3215909000,기타,Other
3301120000,오렌지유,Of orange
3301130000,레몬유,Of lemon
3301190000,기타,Other
3301240000,박하유[멘타 피페리타(Mentha piperita)],Of peppermint (Mentha piperita)
3301250000,그 밖의 민트류로 만든 것,Of other mints
3301290000,기타,Other
3301300000,레지노이드(resinoid),Resinoids
3301901000,정유(essential oil)에서 테르펜을 제거할 때에 생기는 테르펜계 부산물,Terpenic by-products of the deterpenation of essential oils
3301902000,정유(essential oil)의 농축물,Concentrates of essential oils
3301903000,정유(essential oil)의 애큐어스 디스틸레이트(aqueous distillate)와 애큐어스 솔루션(aqueous solution),Aqueous distillates and aqueous solutions of essential oils
3301904,추출한 올레오레진(oleoresin),Oleoresin extracts
3301904100,아편에서 추출한 것,Of opium
3301904200,감초에서 추출한 것,Of liquorice
3301904300,홉(hop)에서 추출한 것,Of hops
3301904400,제충국(除蟲菊)에서 추출한 것이나 로테논(rotenone)을 함유하는 식물 뿌리에서 추출한 것,Of pyrethrum or of the roots of plants containing rotenone
33019045,인삼에서 추출한 것,Of ginseng
3301904510,백삼에서 추출한 것,Of white ginseng
3301904520,홍삼에서 추출한 것,Of red ginseng
3301904530,그 밖의 인삼에서 추출한 것,Of other ginseng
3301904600,캐슈너트 쉘액(cashew nut shell liquid)에서 추출한 것,Of cashew nut shell liquid
3301904700,생칠(生漆)에서 추출한 것,Of natural lacquer
3301904800,기타,Other
3302101000,식품공업용,Of a kind used in the food industries
33021020,음료공업용,Of a kind used in the drink industries
330210201,음료제조용 조제품,Preparations of a kind used for the manufacture of beverages
3302102011,알코올성 합성 조제품,Compound alcoholic preparations
3302102019,기타,Other
3302102090,기타,Other
3302900000,기타,Other
3303001000,향수,Perfumes and scents
3303002000,화장수,Toilet waters
3304101000,립스틱,Lipsticks
3304109000,기타,Other
3304201000,아이섀도,Eye shadows
3304209000,기타,Other
3304301000,네일에나멜,Nail enamels
3304309000,기타,Other
3304911000,페이스파우다,Face powders
